Combined categories,p_5mM.p_0mM___log2FoldChange
Fatty acid and lipid metabolism and transport,-0.511597291
Fatty acid and lipid metabolism and transport,-1.401137325
Fatty acid and lipid metabolism and transport,-0.588315125
Fatty acid and lipid metabolism and transport,-0.8953176
Exopolysaccharide biosynthesis,-0.496818168
Exopolysaccharide biosynthesis,-0.158648741
Exopolysaccharide biosynthesis,-0.09965029
Exopolysaccharide biosynthesis,-0.00031442
Exopolysaccharide biosynthesis,-0.49577839
Exopolysaccharide biosynthesis,0.083969568
Exopolysaccharide biosynthesis,-0.248639783
Exopolysaccharide biosynthesis,-0.328865596
Exopolysaccharide biosynthesis,-0.255514626
Exopolysaccharide biosynthesis,-1.746926601
Exopolysaccharide biosynthesis,-0.046271412
Exopolysaccharide biosynthesis,0.488975006
Exopolysaccharide biosynthesis,0.160335475
Exopolysaccharide biosynthesis,-1.015905509
Exopolysaccharide biosynthesis,-0.003423628
Exopolysaccharide biosynthesis,0.396400484
Exopolysaccharide biosynthesis,-0.619308326
Iron uptake,1.395296184
Iron uptake,2.668041
Iron uptake,1.438107
Iron uptake,2.733146
Iron uptake,1.67109559
Energy metabolism,0.1226416
Energy metabolism,0.04035503
Energy metabolism,-0.4223378
Energy metabolism,-1.524734
Energy metabolism,-0.074165073
Energy metabolism,1.596420964
Energy metabolism,1.14405
Energy metabolism,1.319783
Energy metabolism,1.916854
Energy metabolism,3.639394
Energy metabolism,1.004018575
Energy metabolism,1.399957
Energy metabolism,-1.175172132
Energy metabolism,-1.047785398
Energy metabolism,0.050230975
Energy metabolism,-1.248360585
Energy metabolism,-3.117931683
Energy metabolism,-1.495486435
Energy metabolism,-0.6536912
Energy metabolism,-1.53715352
Energy metabolism,-0.3118753
Energy metabolism,-0.5730631
Energy metabolism,-1.096909
Energy metabolism,-0.405968293
Energy metabolism,-1.981923986
Energy metabolism,-1.355655
Energy metabolism,-1.558238
Energy metabolism,-1.294928375
Energy metabolism,-1.764771842
Energy metabolism,-1.422341858
Energy metabolism,0.141780377
Energy metabolism,-1.11001
Energy metabolism,-0.679516907
Energy metabolism,-1.776294923
Energy metabolism,-1.366388803
Energy metabolism,-2.124190307
Energy metabolism,-0.861907743
Energy metabolism,-1.206045316
Energy metabolism,-1.006562389
Energy metabolism,-2.522710989
Energy metabolism,-0.252744434
Energy metabolism,-1.406418396
Energy metabolism,0.2845471
Energy metabolism,-1.532682271
Energy metabolism,-1.637094
Energy metabolism,-2.008932
Energy metabolism,0.552415556
Energy metabolism,-0.2112996
Energy metabolism,-0.1568631
Energy metabolism,-1.814214312
Energy metabolism,2.241778
"DNA replication, recombination, modification and repair",2.656858
"DNA replication, recombination, modification and repair",3.830594
"DNA replication, recombination, modification and repair",1.070914403
"DNA replication, recombination, modification and repair",1.520447727
"DNA replication, recombination, modification and repair",2.308578
"DNA replication, recombination, modification and repair",1.930443
"DNA replication, recombination, modification and repair",1.507724352
"DNA replication, recombination, modification and repair",-1.313523
"DNA replication, recombination, modification and repair",-0.3468552
"DNA replication, recombination, modification and repair",-0.298881619
"DNA replication, recombination, modification and repair",-0.141673369
"DNA replication, recombination, modification and repair",0.499619
"DNA replication, recombination, modification and repair",-0.3970109
"Secreted factors (enzymes, pyocine, cyanide, toxins)",-0.726130658
"Secreted factors (enzymes, pyocine, cyanide, toxins)",-0.519823576
"Secreted factors (enzymes, pyocine, cyanide, toxins)",-0.51273839
"Secreted factors (enzymes, pyocine, cyanide, toxins)",-1.89084
"DNA replication, recombination, modification and repair",-2.277390439
"DNA replication, recombination, modification and repair",1.561000236
"Stresses (oxidative, heat, cold, osmotic)",1.685103365
"Stresses (oxidative, heat, cold, osmotic)",3.307661668
"Stresses (oxidative, heat, cold, osmotic)",2.072725738
"Biosynthesis of cofactors, prosthetic groups and carriers",1.252546252
"Biosynthesis of cofactors, prosthetic groups and carriers",1.570659374
"Biosynthesis of cofactors, prosthetic groups and carriers",1.19045555
"Biosynthesis of cofactors, prosthetic groups and carriers",1.129031949
"Biosynthesis of cofactors, prosthetic groups and carriers",1.014922
"Biosynthesis of cofactors, prosthetic groups and carriers",1.188633
"Biosynthesis of cofactors, prosthetic groups and carriers",1.341749
"Biosynthesis of cofactors, prosthetic groups and carriers",1.073809801
"Biosynthesis of cofactors, prosthetic groups and carriers",1.380267
"Biosynthesis of cofactors, prosthetic groups and carriers",1.308928
"Biosynthesis of cofactors, prosthetic groups and carriers",1.25734884
"Biosynthesis of cofactors, prosthetic groups and carriers",2.842922
"Biosynthesis of cofactors, prosthetic groups and carriers",1.36897198
"Biosynthesis of cofactors, prosthetic groups and carriers",1.241768
"Biosynthesis of cofactors, prosthetic groups and carriers",2.002804
"Biosynthesis of cofactors, prosthetic groups and carriers",1.525089476
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.015031709
"Biosynthesis of cofactors, prosthetic groups and carriers",0.642944058
"Biosynthesis of cofactors, prosthetic groups and carriers",0.385343
"Biosynthesis of cofactors, prosthetic groups and carriers",0.1745093
"Biosynthesis of cofactors, prosthetic groups and carriers",0.033723906
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.177726754
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.401707404
"Biosynthesis of cofactors, prosthetic groups and carriers",0.606652719
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.803840001
"Biosynthesis of cofactors, prosthetic groups and carriers",-1.304939261
"Biosynthesis of cofactors, prosthetic groups and carriers",0.347431195
"Biosynthesis of cofactors, prosthetic groups and carriers",0.479080411
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.714271389
"Biosynthesis of cofactors, prosthetic groups and carriers",0.617670268
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.475808703
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.6668607
"Biosynthesis of cofactors, prosthetic groups and carriers",0.74468603
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.469594945
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.373366727
"Biosynthesis of cofactors, prosthetic groups and carriers",0.257392183
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.053705581
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.090615196
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.301224514
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.252185626
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.667638899
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.907197753
"Biosynthesis of cofactors, prosthetic groups and carriers",0.705621
"Biosynthesis of cofactors, prosthetic groups and carriers",0.6638716
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.292654702
"Biosynthesis of cofactors, prosthetic groups and carriers",0.4814843
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.06795641
"Biosynthesis of cofactors, prosthetic groups and carriers",0.3180857
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.06250464
"Biosynthesis of cofactors, prosthetic groups and carriers",0.563805971
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.1656021
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.3109078
"Biosynthesis of cofactors, prosthetic groups and carriers",0.05135884
"Biosynthesis of cofactors, prosthetic groups and carriers",-1.056044802
"Biosynthesis of cofactors, prosthetic groups and carriers",0.4644684
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.9404156
"Biosynthesis of cofactors, prosthetic groups and carriers",0.167724033
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.1840957
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.4993676
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.025949778
"Biosynthesis of cofactors, prosthetic groups and carriers",0.1206238
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.302017
"Biosynthesis of cofactors, prosthetic groups and carriers",-1.027518151
"Biosynthesis of cofactors, prosthetic groups and carriers",0.13476525
"Biosynthesis of cofactors, prosthetic groups and carriers",0.3729862
"Biosynthesis of cofactors, prosthetic groups and carriers",0.853208731
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.691262289
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.3736978
"Biosynthesis of cofactors, prosthetic groups and carriers",0.309026112
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.110547381
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.714101405
"Biosynthesis of cofactors, prosthetic groups and carriers",0.1390956
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.778552116
"Biosynthesis of cofactors, prosthetic groups and carriers",0.313539215
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.517663281
"Biosynthesis of cofactors, prosthetic groups and carriers",0.336455161
"Biosynthesis of cofactors, prosthetic groups and carriers",0.407668755
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.366950314
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.721580771
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.021145134
"Biosynthesis of cofactors, prosthetic groups and carriers",0.634743553
"Biosynthesis of cofactors, prosthetic groups and carriers",0.118614839
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.542294389
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.808630556
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.340587097
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.9329122
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.355832365
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.168605072
"Biosynthesis of cofactors, prosthetic groups and carriers",0.147340038
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.553361084
"Biosynthesis of cofactors, prosthetic groups and carriers",0.023286667
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.273592042
"Biosynthesis of cofactors, prosthetic groups and carriers",0.999424
"Biosynthesis of cofactors, prosthetic groups and carriers",0.08839192
"Biosynthesis of cofactors, prosthetic groups and carriers",-0.263354805
"Biosynthesis of cofactors, prosthetic groups and carriers",0.5100295
"Biosynthesis of cofactors, prosthetic groups and carriers",0.6744326
"Stresses (oxidative, heat, cold, osmotic)",-1.782077
"Stresses (oxidative, heat, cold, osmotic)",-1.095033
Carbon metabolism and storage,0.280554343
Chemotaxis and Motility,1.590997
Chemotaxis and Motility,3.74189
Chemotaxis and Motility,-0.01822016
Chemotaxis and Motility,0.626950738
Chemotaxis and Motility,-0.019479341
Chemotaxis and Motility,-0.206463018
Chemotaxis and Motility,-0.434339508
Chemotaxis and Motility,-0.104123161
Chemotaxis and Motility,-0.03231213
Chemotaxis and Motility,-1.513520817
Chemotaxis and Motility,-2.184989714
Chemotaxis and Motility,0.312831802
Chemotaxis and Motility,-2.067252142
Chemotaxis and Motility,-1.642926189
Chemotaxis and Motility,-0.043095929
Chemotaxis and Motility,-1.912164772
Chemotaxis and Motility,-0.724747048
Chemotaxis and Motility,-0.2698518
Chemotaxis and Motility,-0.3114181
Chemotaxis and Motility,0.029782293
Chemotaxis and Motility,-0.770730546
Chemotaxis and Motility,0.1704765
Chemotaxis and Motility,-1.939366702
Chemotaxis and Motility,-1.659729028
Chemotaxis and Motility,-1.012978159
Chemotaxis and Motility,-1.233361444
Chemotaxis and Motility,-1.349688
Chemotaxis and Motility,-0.231759589
Chemotaxis and Motility,0.939802818
Chemotaxis and Motility,-0.371732798
Chemotaxis and Motility,0.02536904
Chemotaxis and Motility,0.8448201
Chemotaxis and Motility,0.8523039
Chemotaxis and Motility,-0.4073422
Chemotaxis and Motility,-0.04573677
Chemotaxis and Motility,0.361058524
Chemotaxis and Motility,0.725192931
Chemotaxis and Motility,-0.403470877
Chemotaxis and Motility,0.034757576
Chemotaxis and Motility,0.123651992
Chemotaxis and Motility,0.312997256
Chemotaxis and Motility,0.88658388
Chemotaxis and Motility,0.9709393
Chemotaxis and Motility,0.6179065
Chemotaxis and Motility,-0.4026381
Chemotaxis and Motility,0.748320377
Chemotaxis and Motility,-0.677363557
Chemotaxis and Motility,-0.171139771
Chemotaxis and Motility,-1.365988137
Chemotaxis and Motility,-0.945337173
Chemotaxis and Motility,0.6696353
Chemotaxis and Motility,-0.698725417
Chemotaxis and Motility,0.2575575
Chemotaxis and Motility,0.7111482
Chemotaxis and Motility,-0.2294966
Chemotaxis and Motility,-0.818721901
Chemotaxis and Motility,0.484729877
Chemotaxis and Motility,-2.122232918
Chemotaxis and Motility,-0.546534172
Cell wall/LPS/membrane proteins/phospholipid,2.029587795
Cell wall/LPS/membrane proteins/phospholipid,1.175995718
Cell wall/LPS/membrane proteins/phospholipid,0.533846902
Cell wall/LPS/membrane proteins/phospholipid,-1.650194
Cell wall/LPS/membrane proteins/phospholipid,-2.579532
Cell wall/LPS/membrane proteins/phospholipid,-0.7176692
Cell wall/LPS/membrane proteins/phospholipid,-0.08787244
Cell wall/LPS/membrane proteins/phospholipid,-0.07709702
Cell wall/LPS/membrane proteins/phospholipid,-1.035616
Cell division/self-lysis/cell shape,0.7972022
Cell division/self-lysis/cell shape,0.518385
Cell division/self-lysis/cell shape,1.175921
Cell division/self-lysis/cell shape,1.065360954
Cell division/self-lysis/cell shape,-1.490044732
Cell division/self-lysis/cell shape,-1.028667647
Cell division/self-lysis/cell shape,0.1360926
Cell division/self-lysis/cell shape,-0.06041216
Cell division/self-lysis/cell shape,-1.117571
Carbon metabolism and storage,-0.985906332
Carbon metabolism and storage,-1.304664866
Carbon metabolism and storage,-1.192049861
Carbon metabolism and storage,1.245524
Carbon metabolism and storage,1.632325
Carbon metabolism and storage,1.245542
Carbon metabolism and storage,1.588127915
Carbon metabolism and storage,1.125629
Carbon metabolism and storage,1.803532
Carbon metabolism and storage,1.002659743
Carbon metabolism and storage,1.136629491
Carbon metabolism and storage,1.168653871
Carbon metabolism and storage,0.079450929
Carbon metabolism and storage,0.200391
Carbon metabolism and storage,-0.1669326
Carbon metabolism and storage,-0.326587307
Carbon metabolism and storage,0.1135138
Carbon metabolism and storage,0.9645441
Carbon metabolism and storage,-0.05147009
Carbon metabolism and storage,0.064074594
Carbon metabolism and storage,0.142409466
Carbon metabolism and storage,0.351927748
Carbon metabolism and storage,0.190146407
Carbon metabolism and storage,-0.4803345
Carbon metabolism and storage,-0.3856504
Carbon metabolism and storage,-0.1459654
Carbon metabolism and storage,0.6120518
Carbon metabolism and storage,0.01146725
Carbon metabolism and storage,-1.25383534
Carbon metabolism and storage,0.4035347
Carbon metabolism and storage,0.07786719
Carbon metabolism and storage,-1.732223
Carbon metabolism and storage,-0.4335914
Carbon metabolism and storage,0.5481777
Carbon metabolism and storage,-0.3239898
Carbon metabolism and storage,0.205932991
Carbon metabolism and storage,0.030301626
Carbon metabolism and storage,1.664867857
Carbon metabolism and storage,1.93652292
Carbon metabolism and storage,1.617144913
Carbon metabolism and storage,3.718474567
Carbon metabolism and storage,4.318951
Carbon metabolism and storage,1.087053575
Carbon metabolism and storage,-0.441938178
Carbon metabolism and storage,0.134630229
Carbon metabolism and storage,-0.111617219
Carbon metabolism and storage,0.525234525
Carbon metabolism and storage,-0.151766164
Carbon metabolism and storage,0.285170565
Carbon metabolism and storage,-0.050553366
Carbon metabolism and storage,-0.714239416
Carbon metabolism and storage,-0.462073609
Carbon metabolism and storage,0.425268661
Carbon metabolism and storage,-0.224210156
Carbon metabolism and storage,-0.487253434
Carbon metabolism and storage,0.051692172
Carbon metabolism and storage,0.255492
Carbon metabolism and storage,-0.450246532
Carbon metabolism and storage,0.065755498
Carbon metabolism and storage,-0.964149942
Carbon metabolism and storage,-1.041546894
Carbon metabolism and storage,-1.176102
Carbon metabolism and storage,-1.018276481
Carbon metabolism and storage,-2.342734627
Carbon metabolism and storage,-2.864685789
Carbon metabolism and storage,-0.378541349
Carbon metabolism and storage,0.252913412
Carbon metabolism and storage,-1.22966
Carbon metabolism and storage,-1.529015
Carbon metabolism and storage,-0.1232942
Carbon metabolism and storage,-2.67585966
Carbon metabolism and storage,-2.204992632
Carbon metabolism and storage,-1.397049234
Carbon metabolism and storage,-0.250783397
Carbon metabolism and storage,-1.607832301
Carbon metabolism and storage,-0.246881
Carbon metabolism and storage,-1.440740938
Carbon metabolism and storage,-0.205229534
Carbon metabolism and storage,-0.819732117
Carbon metabolism and storage,0.266624997
Carbon metabolism and storage,0.035516409
Carbon metabolism and storage,-0.181237706
Carbon metabolism and storage,0.356978232
Carbon metabolism and storage,-0.673506724
Carbon metabolism and storage,-0.468254139
Carbon metabolism and storage,-0.398506823
Carbon metabolism and storage,0.211274635
Carbon metabolism and storage,-0.07526406
Carbon metabolism and storage,-0.440530013
Carbon metabolism and storage,-0.086685917
Carbon metabolism and storage,0.7149038
Carbon metabolism and storage,-0.562081745
Carbon metabolism and storage,0.4909825
Carbon metabolism and storage,-1.715981853
Carbon metabolism and storage,0.4965646
Carbon metabolism and storage,0.335277638
Carbon metabolism and storage,-1.189242565
Carbon metabolism and storage,-1.183189933
Carbon metabolism and storage,0.583340799
Carbon metabolism and storage,-0.2970643
Carbon metabolism and storage,0.954523894
Carbon metabolism and storage,-0.385133252
Carbon metabolism and storage,-0.6254282
Carbon metabolism and storage,-0.7571633
Carbon metabolism and storage,-2.550410478
Carbon metabolism and storage,-1.795804185
Carbon metabolism and storage,-1.70921
Carbon metabolism and storage,0.1555788
Carbon metabolism and storage,-0.1812208
Carbon metabolism and storage,-0.813243298
Carbon metabolism and storage,-1.912849386
Carbon metabolism and storage,0.005887489
Carbon metabolism and storage,0.6639662
Carbon metabolism and storage,-1.1250289
Carbon metabolism and storage,-1.17791698
Carbon metabolism and storage,0.977707248
Carbon metabolism and storage,0.513075334
Carbon metabolism and storage,0.134329055
Carbon metabolism and storage,0.481482666
Carbon metabolism and storage,-0.669154809
Carbon metabolism and storage,-0.521381524
Carbon metabolism and storage,-1.072841
Carbon metabolism and storage,-2.447983905
Carbon metabolism and storage,0.072293263
Carbon metabolism and storage,-1.062710113
Carbon metabolism and storage,-1.437989
Carbon metabolism and storage,-1.865517188
Carbon metabolism and storage,-0.183184343
Carbon metabolism and storage,0.491593233
Carbon metabolism and storage,-0.406259498
Carbon metabolism and storage,0.2471677
Carbon metabolism and storage,-0.437250169
Carbon metabolism and storage,-0.619141526
Carbon metabolism and storage,-1.252985266
Carbon metabolism and storage,-2.063669675
Carbon metabolism and storage,-0.640919522
Carbon metabolism and storage,-2.369358238
Carbon metabolism and storage,-0.4908604
Carbon metabolism and storage,-1.027348514
Carbon metabolism and storage,0.803319131
Carbon metabolism and storage,0.1693109
Carbon metabolism and storage,0.110787936
Carbon metabolism and storage,0.012649511
Carbon metabolism and storage,-0.2386677
Carbon metabolism and storage,-0.378050896
Carbon metabolism and storage,1.658961
Carbon metabolism and storage,1.127049491
Carbon metabolism and storage,-0.305822516
Carbon metabolism and storage,0.680826867
Carbon metabolism and storage,0.3523138
Carbon metabolism and storage,0.306460069
Carbon metabolism and storage,0.043976553
Carbon metabolism and storage,-1.000501
Carbon metabolism and storage,0.4895089
Carbon metabolism and storage,0.361393584
Carbon metabolism and storage,-0.06494854
Carbon metabolism and storage,0.106209422
Carbon metabolism and storage,1.349491
Carbon metabolism and storage,1.663880509
Carbon metabolism and storage,1.88922
Carbon metabolism and storage,2.185147
Carbon metabolism and storage,1.752497
Carbon metabolism and storage,-0.1247187
Carbon metabolism and storage,-1.942034777
Carbon metabolism and storage,0.424385266
Carbon metabolism and storage,0.266111827
Carbon metabolism and storage,-1.049820214
Carbon metabolism and storage,-1.074762507
Carbon metabolism and storage,0.776641
Carbon metabolism and storage,0.8504374
Biofilm and attachment,-1.459276014
Biofilm and attachment,0.2040247
Biofilm and attachment,-0.877431907
"DNA replication, recombination, modification and repair",-1.005461
Cell division/self-lysis/cell shape,0.450834117
Biofilm and attachment,-1.652893
Carbon metabolism and storage,1.318882419
Carbon metabolism and storage,0.2661972
Carbon metabolism and storage,0.1806426
Carbon metabolism and storage,-0.338009601
Carbon metabolism and storage,0.329474119
Carbon metabolism and storage,-0.153462429
Carbon metabolism and storage,-0.023847015
Carbon metabolism and storage,-0.05042254
Carbon metabolism and storage,-0.102472152
Carbon metabolism and storage,0.242394928
Carbon metabolism and storage,0.608775278
Carbon metabolism and storage,0.6072653
Carbon metabolism and storage,-0.308115023
Carbon metabolism and storage,-0.138594119
Carbon metabolism and storage,-1.692103992
Carbon metabolism and storage,-2.824568612
Carbon metabolism and storage,-0.588377531
Carbon metabolism and storage,-0.944503744
Carbon metabolism and storage,0.247582
Carbon metabolism and storage,0.5419922
Carbon metabolism and storage,-0.1696733
Carbon metabolism and storage,-0.10052442
Carbon metabolism and storage,-0.583787345
Carbon metabolism and storage,-0.018023364
Carbon metabolism and storage,-1.605760247
Carbon metabolism and storage,-0.999671914
Carbon metabolism and storage,-0.126097461
Carbon metabolism and storage,0.2104752
Carbon metabolism and storage,0.424333648
Carbon metabolism and storage,-0.2903901
Carbon metabolism and storage,-0.295948913
Carbon metabolism and storage,0.021101622
Carbon metabolism and storage,0.2452752
Carbon metabolism and storage,-0.777813813
Carbon metabolism and storage,-0.542358887
Carbon metabolism and storage,0.08413023
Carbon metabolism and storage,-0.927677131
Carbon metabolism and storage,-1.048831145
Carbon metabolism and storage,-1.136223622
Carbon metabolism and storage,-0.2811764
Carbon metabolism and storage,-0.388268257
Carbon metabolism and storage,-0.265032505
Carbon metabolism and storage,-0.45382633
Carbon metabolism and storage,-0.566404807
Carbon metabolism and storage,0.2991725
Carbon metabolism and storage,-0.876418231
Carbon metabolism and storage,-0.443228986
Carbon metabolism and storage,0.587295615
Carbon metabolism and storage,0.722949
Carbon metabolism and storage,-0.04289414
Carbon metabolism and storage,0.4763503
Carbon metabolism and storage,0.5458676
Carbon metabolism and storage,0.552626717
Carbon metabolism and storage,-0.289251312
Carbon metabolism and storage,0.2788419
"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)",1.167843464
"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)",-1.704771289
"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)",-0.952511588
"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)",-1.174662357
"Secreted factors (enzymes, pyocine, cyanide, toxins, rhamnolipid)",-1.354059355
"Stresses (oxidative, heat, cold, osmotic)",0.099455207
"Stresses (oxidative, heat, cold, osmotic)",-0.58206467
"Stresses (oxidative, heat, cold, osmotic)",0.028340109
"Stresses (oxidative, heat, cold, osmotic)",-0.255276938
"Stresses (oxidative, heat, cold, osmotic)",-0.603306372
"Stresses (oxidative, heat, cold, osmotic)",0.685266102
"Resistance (antibiotic, heavy metals)",1.887895314
"Resistance (antibiotic, heavy metals)",1.184910014
"Resistance (antibiotic, heavy metals)",1.120349
"Resistance (antibiotic, heavy metals)",1.62766
"Resistance (antibiotic, heavy metals)",1.164697
Energy metabolism,-2.342899584
Energy metabolism,-1.359419298
Carbon metabolism and storage,0.820514391
Carbon metabolism and storage,-1.388421495
Carbon metabolism and storage,0.2649081
Carbon metabolism and storage,-0.8503264
Amino acid metabolism and transport,2.024823511
Amino acid metabolism and transport,1.366391
Amino acid metabolism and transport,1.379782986
Amino acid metabolism and transport,1.014315687
Amino acid metabolism and transport,1.050714
Amino acid metabolism and transport,1.315449
Amino acid metabolism and transport,1.005454768
Amino acid metabolism and transport,1.106391894
Amino acid metabolism and transport,1.296728748
Amino acid metabolism and transport,1.661391
Amino acid metabolism and transport,5.591565745
Amino acid metabolism and transport,2.336828945
Amino acid metabolism and transport,1.066368
Amino acid metabolism and transport,1.185998
Amino acid metabolism and transport,1.146889
Amino acid metabolism and transport,1.406555673
Amino acid metabolism and transport,-0.09275055
Amino acid metabolism and transport,-0.4161965
Amino acid metabolism and transport,-0.05269077
Amino acid metabolism and transport,-1.056543
Amino acid metabolism and transport,-1.165535
Amino acid metabolism and transport,-1.342743195
Amino acid metabolism and transport,-0.03607316
Amino acid metabolism and transport,0.5073595
Amino acid metabolism and transport,-1.162794
Amino acid metabolism and transport,0.702285273
Amino acid metabolism and transport,0.438091477
Amino acid metabolism and transport,-0.2792226
Amino acid metabolism and transport,-0.3330698
Amino acid metabolism and transport,0.6557709
Amino acid metabolism and transport,0.232897437
Amino acid metabolism and transport,-0.460970758
Amino acid metabolism and transport,0.7567919
Amino acid metabolism and transport,-0.434672708
Amino acid metabolism and transport,1.147248674
Amino acid metabolism and transport,1.246208
Amino acid metabolism and transport,4.071911187
Amino acid metabolism and transport,1.002307
Amino acid metabolism and transport,1.155385
Amino acid metabolism and transport,1.586593377
Amino acid metabolism and transport,1.475065
Amino acid metabolism and transport,1.939215359
Amino acid metabolism and transport,1.104791349
Amino acid metabolism and transport,1.173093
Amino acid metabolism and transport,2.331263781
Amino acid metabolism and transport,1.847531
Amino acid metabolism and transport,2.16635
Amino acid metabolism and transport,0.300516011
Amino acid metabolism and transport,0.149106816
Amino acid metabolism and transport,-1.207183753
Amino acid metabolism and transport,-0.170235294
Amino acid metabolism and transport,-0.042038452
Amino acid metabolism and transport,-0.3520229
Amino acid metabolism and transport,0.939302245
Amino acid metabolism and transport,0.926597126
Amino acid metabolism and transport,0.1057702
Amino acid metabolism and transport,0.419547682
Amino acid metabolism and transport,-2.009194507
Amino acid metabolism and transport,0.2393285
Amino acid metabolism and transport,-0.02805675
Amino acid metabolism and transport,-1.321896939
Amino acid metabolism and transport,0.592208436
Amino acid metabolism and transport,-0.89395819
Amino acid metabolism and transport,-1.546630849
Amino acid metabolism and transport,-0.861991807
Amino acid metabolism and transport,-0.009356722
Amino acid metabolism and transport,-1.527580394
Amino acid metabolism and transport,-0.3038409
Amino acid metabolism and transport,0.36594
Amino acid metabolism and transport,0.2757537
Amino acid metabolism and transport,-1.289185734
Amino acid metabolism and transport,0.245760253
Amino acid metabolism and transport,0.689293972
Amino acid metabolism and transport,-0.746243491
Amino acid metabolism and transport,-0.676174606
Amino acid metabolism and transport,0.5450742
Amino acid metabolism and transport,-2.215262
Amino acid metabolism and transport,-0.017443372
Amino acid metabolism and transport,0.147035
Amino acid metabolism and transport,0.258759281
Amino acid metabolism and transport,-0.624198531
Amino acid metabolism and transport,0.8273894
Amino acid metabolism and transport,-0.12474765
Amino acid metabolism and transport,-1.01554013
Amino acid metabolism and transport,0.806581818
Amino acid metabolism and transport,-0.213011228
Amino acid metabolism and transport,-1.738251701
Amino acid metabolism and transport,0.393980915
Amino acid metabolism and transport,-1.865644004
Amino acid metabolism and transport,-2.046042057
Amino acid metabolism and transport,-0.4880087
Amino acid metabolism and transport,-0.99108
Amino acid metabolism and transport,0.7559375
Amino acid metabolism and transport,-1.977950884
Amino acid metabolism and transport,-0.8530775
Amino acid metabolism and transport,-0.173761087
Amino acid metabolism and transport,-0.206057887
Amino acid metabolism and transport,0.943210377
Amino acid metabolism and transport,-0.002885831
Amino acid metabolism and transport,0.348743201
Amino acid metabolism and transport,0.2246542
Amino acid metabolism and transport,-1.025689403
Amino acid metabolism and transport,0.08310781
Amino acid metabolism and transport,-0.029218252
Amino acid metabolism and transport,-1.048155
Amino acid metabolism and transport,0.8813932
Amino acid metabolism and transport,0.07561178
Amino acid metabolism and transport,-0.09262174
Amino acid metabolism and transport,0.5306201
Amino acid metabolism and transport,-0.4095838
Amino acid metabolism and transport,0.341057461
Amino acid metabolism and transport,-0.4798831
Amino acid metabolism and transport,0.9275119
Amino acid metabolism and transport,-2.264224373
Amino acid metabolism and transport,-2.83693685
Amino acid metabolism and transport,-1.330043625
Amino acid metabolism and transport,0.989608
Amino acid metabolism and transport,-0.243906596
Amino acid metabolism and transport,-0.573016432
Amino acid metabolism and transport,0.1808428
Amino acid metabolism and transport,-0.157339115
Amino acid metabolism and transport,0.03703768
Amino acid metabolism and transport,-0.4640901
Amino acid metabolism and transport,0.271442905
Amino acid metabolism and transport,0.0245083
Amino acid metabolism and transport,0.04339864
Amino acid metabolism and transport,0.7157882
Amino acid metabolism and transport,0.3329339
